study_accession	sample_accession	field	ena_value	filled_value	source
PRJEB29742	SAMEA6375626	host		human	whole_field
PRJEB29742	SAMEA6375627	host		human	whole_field
PRJEB29742	SAMEA6375632	host		human	whole_field
PRJEB29742	SAMEA6375375	host		human	whole_field
PRJEB29742	SAMEA6375377	host		human	whole_field
PRJEB29742	SAMEA6375379	host		human	whole_field
PRJEB29742	SAMEA6375393	host		human	whole_field
PRJEB29742	SAMEA6375503	host		human	whole_field
PRJEB29742	SAMEA6375502	host		human	whole_field
PRJEB29742	SAMEA6375504	host		human	whole_field
PRJEB29742	SAMEA6375390	host		human	whole_field
PRJEB29742	SAMEA6375392	host		human	whole_field
PRJEB29742	SAMEA6375396	host		human	whole_field
PRJEB29742	SAMEA6375514	host		human	whole_field
PRJEB29742	SAMEA6375517	host		human	whole_field
PRJEB29742	SAMEA6375518	host		human	whole_field
PRJEB29742	SAMEA6375407	host		human	whole_field
PRJEB29742	SAMEA6375410	host		human	whole_field
PRJEB29742	SAMEA6375414	host		human	whole_field
PRJEB29742	SAMEA6375528	host		human	whole_field
PRJEB29742	SAMEA6375416	host		human	whole_field
PRJEB29742	SAMEA6375532	host		human	whole_field
PRJEB29742	SAMEA6375421	host		human	whole_field
PRJEB29742	SAMEA6375425	host		human	whole_field
PRJEB29742	SAMEA6375536	host		human	whole_field
PRJEB29742	SAMEA6375426	host		human	whole_field
PRJEB29742	SAMEA6375544	host		human	whole_field
PRJEB29742	SAMEA6375436	host		human	whole_field
PRJEB29742	SAMEA6375545	host		human	whole_field
PRJEB29742	SAMEA6375553	host		human	whole_field
PRJEB29742	SAMEA6375556	host		human	whole_field
PRJEB29742	SAMEA6375558	host		human	whole_field
PRJEB29742	SAMEA6375559	host		human	whole_field
PRJEB29742	SAMEA6375450	host		human	whole_field
PRJEB29742	SAMEA6375565	host		human	whole_field
PRJEB29742	SAMEA6375568	host		human	whole_field
PRJEB29742	SAMEA6375457	host		human	whole_field
PRJEB29742	SAMEA6375581	host		human	whole_field
PRJEB29742	SAMEA6375466	host		human	whole_field
PRJEB29742	SAMEA6375576	host		human	whole_field
PRJEB29742	SAMEA6375467	host		human	whole_field
PRJEB29742	SAMEA6375468	host		human	whole_field
PRJEB29742	SAMEA6375361	host		human	whole_field
PRJEB29742	SAMEA6375594	host		human	whole_field
PRJEB29742	SAMEA6375480	host		human	whole_field
PRJEB29742	SAMEA6375355	host		human	whole_field
PRJEB29742	SAMEA6375473	host		human	whole_field
PRJEB29742	SAMEA6375474	host		human	whole_field
PRJEB29742	SAMEA6375370	host		human	whole_field
PRJEB29742	SAMEA6375604	host		human	whole_field
PRJEB29742	SAMEA6375606	host		human	whole_field
PRJEB29742	SAMEA6375609	host		human	whole_field
PRJEB29742	SAMEA6375369	host		human	whole_field
PRJEB29742	SAMEA6375485	host		human	whole_field
PRJEB29742	SAMEA6375486	host		human	whole_field
PRJEB29742	SAMEA6375373	host		human	whole_field
PRJEB29742	SAMEA6425113	host		human	whole_field
PRJEB29742	SAMEA6425115	host		human	whole_field
PRJEB29742	SAMEA6425120	host		human	whole_field
PRJEB29742	SAMEA6425126	host		human	whole_field
PRJEB29742	SAMEA6425127	host		human	whole_field
PRJEB29742	SAMEA6425133	host		human	whole_field
PRJEB29742	SAMEA6425135	host		human	whole_field
PRJEB29742	SAMEA6425137	host		human	whole_field
PRJEB29742	SAMEA6425136	host		human	whole_field
PRJEB29742	SAMEA6425140	host		human	whole_field
PRJEB29742	SAMEA6425144	host		human	whole_field
PRJEB29742	SAMEA6425180	host		human	whole_field
PRJEB29742	SAMEA6425184	host		human	whole_field
PRJEB29742	SAMEA6425130	host		human	whole_field
PRJEB29742	SAMEA6425181	host		human	whole_field
PRJEB29742	SAMEA6425512	host		human	whole_field
PRJEB29742	SAMEA6425515	host		human	whole_field
PRJEB29740	SAMEA6493103	host		human	whole_field
PRJEB29740	SAMEA6493118	host		human	whole_field
PRJEB29740	SAMEA6492942	host		human	whole_field
PRJEB29740	SAMEA6492945	host		human	whole_field
PRJEB29740	SAMEA6492950	host		human	whole_field
PRJEB29740	SAMEA6492938	host		human	whole_field
PRJEB29740	SAMEA6492959	host		human	whole_field
PRJEB29740	SAMEA6492941	host		human	whole_field
PRJEB29740	SAMEA6492958	host		human	whole_field
PRJEB29740	SAMEA6492952	host		human	whole_field
PRJEB29740	SAMEA6492964	host		human	whole_field
PRJEB29740	SAMEA6492965	host		human	whole_field
PRJEB29740	SAMEA6492974	host		human	whole_field
PRJEB29740	SAMEA6492968	host		human	whole_field
PRJEB29740	SAMEA6492971	host		human	whole_field
PRJEB29740	SAMEA6492969	host		human	whole_field
PRJEB29740	SAMEA6492979	host		human	whole_field
PRJEB29740	SAMEA6492978	host		human	whole_field
PRJEB29740	SAMEA6492983	host		human	whole_field
PRJEB29740	SAMEA6492984	host		human	whole_field
PRJEB29740	SAMEA6492989	host		human	whole_field
PRJEB29740	SAMEA6492986	host		human	whole_field
PRJEB29740	SAMEA6492994	host		human	whole_field
PRJEB29740	SAMEA6492991	host		human	whole_field
PRJEB29740	SAMEA6493002	host		human	whole_field
PRJEB29740	SAMEA6493000	host		human	whole_field
PRJEB29740	SAMEA6493005	host		human	whole_field
PRJEB29740	SAMEA6493007	host		human	whole_field
PRJEB29740	SAMEA6493017	host		human	whole_field
PRJEB29740	SAMEA6493010	host		human	whole_field
PRJEB29740	SAMEA6493018	host		human	whole_field
PRJEB29740	SAMEA6493014	host		human	whole_field
PRJEB29740	SAMEA6493016	host		human	whole_field
PRJEB29740	SAMEA6493024	host		human	whole_field
PRJEB29740	SAMEA6493040	host		human	whole_field
PRJEB29740	SAMEA6493039	host		human	whole_field
PRJEB29740	SAMEA6493046	host		human	whole_field
PRJEB29740	SAMEA6493042	host		human	whole_field
PRJEB29740	SAMEA6493043	host		human	whole_field
PRJEB29740	SAMEA6493034	host		human	whole_field
PRJEB29740	SAMEA6493038	host		human	whole_field
PRJEB29740	SAMEA6493047	host		human	whole_field
PRJEB29740	SAMEA6493037	host		human	whole_field
PRJEB29740	SAMEA6493052	host		human	whole_field
PRJEB29740	SAMEA6493050	host		human	whole_field
PRJEB29740	SAMEA6493056	host		human	whole_field
PRJEB29740	SAMEA6493060	host		human	whole_field
PRJEB29740	SAMEA6493069	host		human	whole_field
PRJEB29740	SAMEA6493061	host		human	whole_field
PRJEB29740	SAMEA6493065	host		human	whole_field
PRJEB29740	SAMEA6493074	host		human	whole_field
PRJEB29740	SAMEA6493085	host		human	whole_field
PRJEB29740	SAMEA6493073	host		human	whole_field
PRJEB29740	SAMEA6493090	host		human	whole_field
PRJEB29740	SAMEA6493079	host		human	whole_field
PRJEB29740	SAMEA6493091	host		human	whole_field
PRJEB29740	SAMEA6493089	host		human	whole_field
PRJEB29740	SAMEA6493098	host		human	whole_field
PRJEB29740	SAMEA6493102	host		human	whole_field
PRJEB29740	SAMEA6493106	host		human	whole_field
PRJEB29740	SAMEA6493108	host		human	whole_field
PRJEB29740	SAMEA6507299	host		human	whole_field
PRJEB29740	SAMEA6507302	host		human	whole_field
PRJEB29740	SAMEA6507303	host		human	whole_field
PRJEB29740	SAMEA6507309	host		human	whole_field
PRJEB29740	SAMEA6507618	host		human	whole_field
PRJEB29740	SAMEA6507304	host		human	whole_field
PRJEB29740	SAMEA6507307	host		human	whole_field
PRJEB29740	SAMEA6507313	host		human	whole_field
PRJEB29740	SAMEA6507633	host		human	whole_field
PRJEB29740	SAMEA6507311	host		human	whole_field
PRJEB29740	SAMEA6507312	host		human	whole_field
PRJEB29740	SAMEA6507314	host		human	whole_field
PRJEB29740	SAMEA6507329	host		human	whole_field
PRJEB29740	SAMEA6507419	host		human	whole_field
PRJEB29740	SAMEA6507242	host		human	whole_field
PRJEB29740	SAMEA6507247	host		human	whole_field
PRJEB29740	SAMEA6507255	host		human	whole_field
PRJEB29740	SAMEA6507260	host		human	whole_field
PRJEB29740	SAMEA6507284	host		human	whole_field
PRJEB29740	SAMEA6507285	host		human	whole_field
PRJEB29740	SAMEA6507264	host		human	whole_field
PRJEB29740	SAMEA6507265	host		human	whole_field
PRJEB29740	SAMEA6507282	host		human	whole_field
PRJEB29740	SAMEA6507281	host		human	whole_field
PRJEB29740	SAMEA6507291	host		human	whole_field
PRJEB29740	SAMEA6507293	host		human	whole_field
PRJEB29740	SAMEA6507297	host		human	whole_field
PRJEB29740	SAMEA6507301	host		human	whole_field
PRJEB29740	SAMEA6507318	host		human	whole_field
PRJEB29740	SAMEA6507321	host		human	whole_field
PRJEB29740	SAMEA6507322	host		human	whole_field
PRJEB29740	SAMEA6507323	host		human	whole_field
PRJEB29740	SAMEA6507325	host		human	whole_field
PRJEB29740	SAMEA6507330	host		human	whole_field
PRJEB29740	SAMEA6507593	host		human	whole_field
PRJEB29740	SAMEA6507592	host		human	whole_field
PRJEB29740	SAMEA6507595	host		human	whole_field
PRJEB29740	SAMEA6507598	host		human	whole_field
PRJEB29740	SAMEA6507384	host		human	whole_field
PRJEB29740	SAMEA6507601	host		human	whole_field
PRJEB29740	SAMEA6507603	host		human	whole_field
PRJEB29740	SAMEA6507602	host		human	whole_field
PRJEB29740	SAMEA6511953	host		human	whole_field
PRJEB29740	SAMEA6507605	host		human	whole_field
PRJEB29740	SAMEA6507610	host		human	whole_field
PRJEB29740	SAMEA6507616	host		human	whole_field
PRJEB29740	SAMEA6507622	host		human	whole_field
PRJEB29740	SAMEA6507624	host		human	whole_field
PRJEB29740	SAMEA6507625	host		human	whole_field
PRJEB29740	SAMEA6507627	host		human	whole_field
PRJEB29740	SAMEA6507628	host		human	whole_field
PRJEB29740	SAMEA6627162	host		human	whole_field
PRJEB29740	SAMEA6627192	host		human	whole_field
PRJEB29740	SAMEA6627198	host		human	whole_field
PRJEB29740	SAMEA6627199	host		human	whole_field
PRJEB29740	SAMEA6627201	host		human	whole_field
PRJEB29740	SAMEA6627206	host		human	whole_field
PRJEB29740	SAMEA6627212	host		human	whole_field
PRJEB29740	SAMEA6627214	host		human	whole_field
PRJEB29740	SAMEA6627215	host		human	whole_field
PRJEB29740	SAMEA6626872	host		human	whole_field
PRJEB29740	SAMEA6627176	host		human	whole_field
PRJEB29740	SAMEA6627178	host		human	whole_field
PRJEB29740	SAMEA6626877	host		human	whole_field
PRJEB29740	SAMEA6627221	host		human	whole_field
PRJEB29740	SAMEA6627222	host		human	whole_field
PRJEB29740	SAMEA6626881	host		human	whole_field
PRJEB29740	SAMEA6626882	host		human	whole_field
PRJEB29740	SAMEA6626883	host		human	whole_field
PRJEB29740	SAMEA6626884	host		human	whole_field
PRJEB29740	SAMEA6626894	host		human	whole_field
PRJEB29740	SAMEA6626903	host		human	whole_field
PRJEB29740	SAMEA6626911	host		human	whole_field
PRJEB29740	SAMEA6626917	host		human	whole_field
PRJEB29740	SAMEA6626924	host		human	whole_field
PRJEB29740	SAMEA6626926	host		human	whole_field
PRJEB29740	SAMEA6626929	host		human	whole_field
PRJEB29740	SAMEA6626930	host		human	whole_field
PRJEB29740	SAMEA6626968	host		human	whole_field
PRJEB29740	SAMEA6626969	host		human	whole_field
PRJEB29740	SAMEA6626865	host		human	whole_field
PRJEB29740	SAMEA6626869	host		human	whole_field
PRJEB29740	SAMEA6626874	host		human	whole_field
PRJEB29740	SAMEA6626885	host		human	whole_field
PRJEB29740	SAMEA6626886	host		human	whole_field
PRJEB29740	SAMEA6626891	host		human	whole_field
PRJEB29740	SAMEA6626893	host		human	whole_field
PRJEB29740	SAMEA6626899	host		human	whole_field
PRJEB29740	SAMEA6626901	host		human	whole_field
PRJEB29740	SAMEA6626912	host		human	whole_field
PRJEB29740	SAMEA6626915	host		human	whole_field
PRJEB29740	SAMEA6626919	host		human	whole_field
PRJEB29740	SAMEA6626920	host		human	whole_field
PRJEB29740	SAMEA6626928	host		human	whole_field
PRJEB29740	SAMEA6626935	host		human	whole_field
PRJEB29740	SAMEA6626937	host		human	whole_field
PRJEB29740	SAMEA6626939	host		human	whole_field
PRJEB29740	SAMEA6626959	host		human	whole_field
PRJEB29740	SAMEA6627200	host		human	whole_field
PRJEB29740	SAMEA6626960	host		human	whole_field
PRJEB29740	SAMEA6627207	host		human	whole_field
PRJEB29740	SAMEA6627209	host		human	whole_field
PRJEB29740	SAMEA6626967	host		human	whole_field
PRJEB29740	SAMEA6627210	host		human	whole_field
PRJEB29740	SAMEA6627211	host		human	whole_field
PRJEB29740	SAMEA6627179	host		human	whole_field
PRJEB29740	SAMEA6492934	host		human	whole_field
PRJEB29740	SAMEA6492943	host		human	whole_field
PRJEB29740	SAMEA6492933	host		human	whole_field
PRJEB29740	SAMEA6492953	host		human	whole_field
PRJEB29740	SAMEA6492955	host		human	whole_field
PRJEB29740	SAMEA6492937	host		human	whole_field
PRJEB29740	SAMEA6492961	host		human	whole_field
PRJEB29740	SAMEA6492944	host		human	whole_field
PRJEB29740	SAMEA6492949	host		human	whole_field
PRJEB29740	SAMEA6492962	host		human	whole_field
PRJEB29740	SAMEA6492954	host		human	whole_field
PRJEB29740	SAMEA6492967	host		human	whole_field
PRJEB28054	SAMEA5779789	host		human	curator_escalation
PRJEB28054	SAMEA5779791	host		human	curator_escalation
PRJEB28054	SAMEA5779792	host		human	curator_escalation
PRJEB28054	SAMEA5779696	host		human	curator_escalation
PRJEB28054	SAMEA5779793	host		human	curator_escalation
PRJEB28054	SAMEA5779697	host		human	curator_escalation
PRJEB28054	SAMEA5779699	host		human	curator_escalation
PRJEB28054	SAMEA5779700	host		human	curator_escalation
PRJEB28054	SAMEA5779701	host		human	curator_escalation
PRJEB29740	SAMEA6492980	host		human	whole_field
PRJEB28054	SAMEA5779798	host		human	curator_escalation
PRJEB28054	SAMEA5779703	host		human	curator_escalation
PRJEB29740	SAMEA6492982	host		human	whole_field
PRJEB28054	SAMEA5779800	host		human	curator_escalation
PRJEB28054	SAMEA5779803	host		human	curator_escalation
PRJEB28054	SAMEA5779804	host		human	curator_escalation
PRJEB29740	SAMEA6492981	host		human	whole_field
PRJEB28054	SAMEA5779806	host		human	curator_escalation
PRJEB29740	SAMEA6492988	host		human	whole_field
PRJEB28054	SAMEA5779710	host		human	curator_escalation
PRJEB29740	SAMEA6492992	host		human	whole_field
PRJEB28054	SAMEA5779714	host		human	curator_escalation
PRJEB28054	SAMEA5779814	host		human	curator_escalation
PRJEB28054	SAMEA5779815	host		human	curator_escalation
PRJEB28054	SAMEA5779721	host		human	curator_escalation
PRJEB28054	SAMEA5779722	host		human	curator_escalation
PRJEB29740	SAMEA6492995	host		human	whole_field
PRJEB28054	SAMEA5779818	host		human	curator_escalation
PRJEB28054	SAMEA5779724	host		human	curator_escalation
PRJEB28054	SAMEA5779820	host		human	curator_escalation
PRJEB29740	SAMEA6492993	host		human	whole_field
PRJEB28054	SAMEA5779725	host		human	curator_escalation
PRJEB29740	SAMEA6492996	host		human	whole_field
PRJEB28054	SAMEA5779821	host		human	curator_escalation
PRJEB29740	SAMEA6492999	host		human	whole_field
PRJEB28054	SAMEA5779727	host		human	curator_escalation
PRJEB28054	SAMEA5779825	host		human	curator_escalation
PRJEB28054	SAMEA5779826	host		human	curator_escalation
PRJEB28054	SAMEA5779732	host		human	curator_escalation
PRJEB29740	SAMEA6492998	host		human	whole_field
PRJEB28054	SAMEA5779736	host		human	curator_escalation
PRJEB28054	SAMEA5779833	host		human	curator_escalation
PRJEB29740	SAMEA6493001	host		human	whole_field
PRJEB28054	SAMEA5779741	host		human	curator_escalation
PRJEB29740	SAMEA6493003	host		human	whole_field
PRJEB28054	SAMEA5779837	host		human	curator_escalation
PRJEB28054	SAMEA5779840	host		human	curator_escalation
PRJEB28054	SAMEA5779745	host		human	curator_escalation
PRJEB29740	SAMEA6493004	host		human	whole_field
PRJEB28054	SAMEA5779746	host		human	curator_escalation
PRJEB29740	SAMEA6493009	host		human	whole_field
PRJEB28054	SAMEA5779842	host		human	curator_escalation
PRJEB28054	SAMEA5779748	host		human	curator_escalation
PRJEB28054	SAMEA5779846	host		human	curator_escalation
PRJEB29740	SAMEA6493008	host		human	whole_field
PRJEB28054	SAMEA5779847	host		human	curator_escalation
PRJEB28054	SAMEA5779849	host		human	curator_escalation
PRJEB29740	SAMEA6493012	host		human	whole_field
PRJEB28054	SAMEA5779852	host		human	curator_escalation
PRJEB29740	SAMEA6493021	host		human	whole_field
PRJEB28054	SAMEA5779757	host		human	curator_escalation
PRJEB28054	SAMEA5779760	host		human	curator_escalation
PRJEB29740	SAMEA6493022	host		human	whole_field
PRJEB28054	SAMEA5779761	host		human	curator_escalation
PRJEB28054	SAMEA5779859	host		human	curator_escalation
PRJEB29740	SAMEA6493019	host		human	whole_field
PRJEB28054	SAMEA5779765	host		human	curator_escalation
PRJEB29740	SAMEA6493026	host		human	whole_field
PRJEB28054	SAMEA5779862	host		human	curator_escalation
PRJEB28054	SAMEA5779871	host		human	curator_escalation
PRJEB29740	SAMEA6493023	host		human	whole_field
PRJEB28054	SAMEA5779776	host		human	curator_escalation
PRJEB29740	SAMEA6493030	host		human	whole_field
PRJEB28054	SAMEA5779873	host		human	curator_escalation
PRJEB29740	SAMEA6493025	host		human	whole_field
PRJEB28054	SAMEA5779874	host		human	curator_escalation
PRJEB29740	SAMEA6493033	host		human	whole_field
PRJEB28054	SAMEA5779778	host		human	curator_escalation
PRJEB28054	SAMEA5779779	host		human	curator_escalation
PRJEB28054	SAMEA5779877	host		human	curator_escalation
PRJEB28054	SAMEA5779782	host		human	curator_escalation
PRJEB29740	SAMEA6493027	host		human	whole_field
PRJEB29740	SAMEA6493048	host		human	whole_field
PRJEB29740	SAMEA6493036	host		human	whole_field
PRJEB29740	SAMEA6493051	host		human	whole_field
PRJEB29740	SAMEA6493041	host		human	whole_field
PRJEB29740	SAMEA6493054	host		human	whole_field
PRJEB29740	SAMEA6493058	host		human	whole_field
PRJEB29740	SAMEA6493070	host		human	whole_field
PRJEB29740	SAMEA6493057	host		human	whole_field
PRJEB29740	SAMEA6493072	host		human	whole_field
PRJEB29740	SAMEA6493064	host		human	whole_field
PRJEB29740	SAMEA6492879	host		human	whole_field
PRJEB29740	SAMEA6493077	host		human	whole_field
PRJEB29740	SAMEA6493094	host		human	whole_field
PRJEB29740	SAMEA6493081	host		human	whole_field
PRJEB29740	SAMEA6493082	host		human	whole_field
PRJEB29740	SAMEA6493084	host		human	whole_field
PRJEB29740	SAMEA6493087	host		human	whole_field
PRJEB29740	SAMEA6507290	host		human	whole_field
PRJEB29740	SAMEA6493100	host		human	whole_field
PRJEB29740	SAMEA6493105	host		human	whole_field
PRJEB29740	SAMEA6493104	host		human	whole_field
PRJEB29740	SAMEA6507296	host		human	whole_field
PRJEB29740	SAMEA6507298	host		human	whole_field
PRJEB29740	SAMEA6493110	host		human	whole_field
PRJEB29740	SAMEA6507608	host		human	whole_field
PRJEB29740	SAMEA6507614	host		human	whole_field
PRJEB29740	SAMEA6507305	host		human	whole_field
PRJEB29740	SAMEA6507617	host		human	whole_field
PRJEB29740	SAMEA6507310	host		human	whole_field
PRJEB29740	SAMEA6507623	host		human	whole_field
PRJEB29740	SAMEA6507630	host		human	whole_field
PRJEB29740	SAMEA6507636	host		human	whole_field
PRJEB29742	SAMEA5855719	host		human	whole_field
PRJEB29742	SAMEA5855730	host		human	whole_field
PRJEB29740	SAMEA6507324	host		human	whole_field
PRJEB29742	SAMEA5855740	host		human	whole_field
PRJEB29742	SAMEA5855763	host		human	whole_field
PRJEB29742	SAMEA5855777	host		human	whole_field
PRJEB29742	SAMEA5855681	host		human	whole_field
PRJEB29742	SAMEA5855687	host		human	whole_field
PRJEB29742	SAMEA5855690	host		human	whole_field
PRJEB29742	SAMEA5855711	host		human	whole_field
PRJEB29742	SAMEA5855714	host		human	whole_field
PRJEB29742	SAMEA5855716	host		human	whole_field
PRJEB29742	SAMEA5855720	host		human	whole_field
PRJEB29742	SAMEA5855722	host		human	whole_field
PRJEB29742	SAMEA5855727	host		human	whole_field
PRJEB29742	SAMEA5855729	host		human	whole_field
PRJEB29742	SAMEA5855746	host		human	whole_field
PRJEB29742	SAMEA5855755	host		human	whole_field
PRJEB29742	SAMEA5855756	host		human	whole_field
PRJEB29742	SAMEA5855758	host		human	whole_field
PRJEB29742	SAMEA5855760	host		human	whole_field
PRJEB29742	SAMEA5855764	host		human	whole_field
PRJEB29742	SAMEA5855767	host		human	whole_field
PRJEB29742	SAMEA5855769	host		human	whole_field
PRJEB29742	SAMEA5855770	host		human	whole_field
PRJEB29742	SAMEA5855776	host		human	whole_field
PRJEB29742	SAMEA5855779	host		human	whole_field
PRJEB29742	SAMEA5855653	host		human	whole_field
PRJEB29742	SAMEA5855657	host		human	whole_field
PRJEB29742	SAMEA5855664	host		human	whole_field
PRJEB29742	SAMEA5855670	host		human	whole_field
PRJEB29742	SAMEA5855695	host		human	whole_field
PRJEB29742	SAMEA5855705	host		human	whole_field
PRJEB29742	SAMEA5855708	host		human	whole_field
PRJEB29742	SAMEA5855710	host		human	whole_field
PRJEB29742	SAMEA5855677	host		human	whole_field
PRJEB29742	SAMEA5976655	host		human	whole_field
PRJEB29742	SAMEA5976659	host		human	whole_field
PRJEB29742	SAMEA5976640	host		human	whole_field
PRJEB29742	SAMEA5976645	host		human	whole_field
PRJEB29742	SAMEA5976579	host		human	whole_field
PRJEB29742	SAMEA5976588	host		human	whole_field
PRJEB29742	SAMEA5976604	host		human	whole_field
PRJEB29742	SAMEA5976609	host		human	whole_field
PRJEB29742	SAMEA5976610	host		human	whole_field
PRJEB29742	SAMEA5976612	host		human	whole_field
PRJEB29742	SAMEA5976617	host		human	whole_field
PRJEB29742	SAMEA5976616	host		human	whole_field
PRJEB29742	SAMEA5976621	host		human	whole_field
PRJEB29742	SAMEA5976622	host		human	whole_field
PRJEB29742	SAMEA5976587	host		human	whole_field
PRJEB29742	SAMEA6375620	host		human	whole_field
PRJEB29742	SAMEA6375622	host		human	whole_field
PRJEB29742	SAMEA6375623	host		human	whole_field
PRJEB29742	SAMEA6375630	host		human	whole_field
PRJEB29742	SAMEA6375634	host		human	whole_field
PRJEB29742	SAMEA6375352	host		human	whole_field
PRJEB29742	SAMEA6375395	host		human	whole_field
PRJEB29742	SAMEA6375400	host		human	whole_field
PRJEB29742	SAMEA6375408	host		human	whole_field
PRJEB29742	SAMEA6375409	host		human	whole_field
PRJEB29742	SAMEA6375448	host		human	whole_field
PRJEB29742	SAMEA6375483	host		human	whole_field
PRJEB29742	SAMEA6375510	host		human	whole_field
PRJEB29742	SAMEA6375516	host		human	whole_field
PRJEB29742	SAMEA6375550	host		human	whole_field
PRJEB29742	SAMEA6375572	host		human	whole_field
PRJEB29742	SAMEA6375596	host		human	whole_field
PRJEB29742	SAMEA6375621	host		human	whole_field
PRJEB29742	SAMEA6375624	host		human	whole_field
PRJEB29742	SAMEA6375487	host		human	whole_field
PRJEB29742	SAMEA6375489	host		human	whole_field
PRJEB29742	SAMEA6375501	host		human	whole_field
PRJEB29742	SAMEA6375383	host		human	whole_field
PRJEB29742	SAMEA6375499	host		human	whole_field
PRJEB29742	SAMEA6375386	host		human	whole_field
PRJEB29742	SAMEA6375387	host		human	whole_field
PRJEB29742	SAMEA6375388	host		human	whole_field
PRJEB29742	SAMEA6375505	host		human	whole_field
PRJEB29742	SAMEA6375506	host		human	whole_field
PRJEB29742	SAMEA6375394	host		human	whole_field
PRJEB29742	SAMEA6375512	host		human	whole_field
PRJEB29742	SAMEA6375399	host		human	whole_field
PRJEB29742	SAMEA6375402	host		human	whole_field
PRJEB29740	SAMEA6507239	host		human	whole_field
PRJEB29742	SAMEA6375403	host		human	whole_field
PRJEB29742	SAMEA6375519	host		human	whole_field
PRJEB29742	SAMEA6375406	host		human	whole_field
PRJEB29742	SAMEA6375521	host		human	whole_field
PRJEB29740	SAMEA6507237	host		human	whole_field
PRJEB29742	SAMEA6375413	host		human	whole_field
PRJEB29742	SAMEA6375415	host		human	whole_field
PRJEB29742	SAMEA6375530	host		human	whole_field
PRJEB29742	SAMEA6375529	host		human	whole_field
PRJEB29742	SAMEA6375533	host		human	whole_field
PRJEB29742	SAMEA6375420	host		human	whole_field
PRJEB29740	SAMEA6507254	host		human	whole_field
PRJEB29742	SAMEA6375535	host		human	whole_field
PRJEB29740	SAMEA6507249	host		human	whole_field
PRJEB29742	SAMEA6375534	host		human	whole_field
PRJEB29742	SAMEA6375424	host		human	whole_field
PRJEB29742	SAMEA6375540	host		human	whole_field
PRJEB29740	SAMEA6507271	host		human	whole_field
PRJEB29740	SAMEA6507251	host		human	whole_field
PRJEB29742	SAMEA6375538	host		human	whole_field
PRJEB29742	SAMEA6375541	host		human	whole_field
PRJEB29742	SAMEA6375543	host		human	whole_field
PRJEB29742	SAMEA6375548	host		human	whole_field
PRJEB29740	SAMEA6507279	host		human	whole_field
PRJEB29740	SAMEA6507252	host		human	whole_field
PRJEB29742	SAMEA6375435	host		human	whole_field
PRJEB29740	SAMEA6507275	host		human	whole_field
PRJEB29742	SAMEA6375555	host		human	whole_field
PRJEB29740	SAMEA6507253	host		human	whole_field
PRJEB29742	SAMEA6375440	host		human	whole_field
PRJEB29742	SAMEA6375444	host		human	whole_field
PRJEB29740	SAMEA6507277	host		human	whole_field
PRJEB29742	SAMEA6375560	host		human	whole_field
PRJEB29742	SAMEA6375563	host		human	whole_field
PRJEB29742	SAMEA6375445	host		human	whole_field
PRJEB29740	SAMEA6507283	host		human	whole_field
PRJEB29742	SAMEA6375567	host		human	whole_field
PRJEB29742	SAMEA6375449	host		human	whole_field
PRJEB29740	SAMEA6507258	host		human	whole_field
PRJEB29742	SAMEA6375452	host		human	whole_field
PRJEB29742	SAMEA6375453	host		human	whole_field
PRJEB29742	SAMEA6375456	host		human	whole_field
PRJEB29742	SAMEA6375455	host		human	whole_field
PRJEB29742	SAMEA6375459	host		human	whole_field
PRJEB29742	SAMEA6375464	host		human	whole_field
PRJEB29742	SAMEA6375583	host		human	whole_field
PRJEB29742	SAMEA6375461	host		human	whole_field
PRJEB29740	SAMEA6507266	host		human	whole_field
PRJEB29742	SAMEA6375582	host		human	whole_field
PRJEB29742	SAMEA6375462	host		human	whole_field
PRJEB29742	SAMEA6375463	host		human	whole_field
PRJEB29742	SAMEA6375575	host		human	whole_field
PRJEB29740	SAMEA6507270	host		human	whole_field
PRJEB29742	SAMEA6375465	host		human	whole_field
PRJEB29742	SAMEA6375350	host		human	whole_field
PRJEB29742	SAMEA6375578	host		human	whole_field
PRJEB29740	SAMEA6507273	host		human	whole_field
PRJEB29742	SAMEA6375469	host		human	whole_field
PRJEB29740	SAMEA6507274	host		human	whole_field
PRJEB29742	SAMEA6375590	host		human	whole_field
PRJEB29740	SAMEA6507430	host		human	whole_field
PRJEB29742	SAMEA6375470	host		human	whole_field
PRJEB29740	SAMEA6507278	host		human	whole_field
PRJEB29742	SAMEA6375357	host		human	whole_field
PRJEB29742	SAMEA6375593	host		human	whole_field
PRJEB29740	SAMEA6507280	host		human	whole_field
PRJEB29742	SAMEA6375478	host		human	whole_field
PRJEB29742	SAMEA6375598	host		human	whole_field
PRJEB29742	SAMEA6375475	host		human	whole_field
PRJEB29742	SAMEA6375599	host		human	whole_field
PRJEB29740	SAMEA6507287	host		human	whole_field
PRJEB29742	SAMEA6375481	host		human	whole_field
PRJEB29740	SAMEA6507289	host		human	whole_field
PRJEB29742	SAMEA6375366	host		human	whole_field
PRJEB29742	SAMEA6375364	host		human	whole_field
PRJEB29742	SAMEA6375605	host		human	whole_field
PRJEB29742	SAMEA6375477	host		human	whole_field
PRJEB29742	SAMEA6375488	host		human	whole_field
PRJEB29742	SAMEA6375482	host		human	whole_field
PRJEB29742	SAMEA6375371	host		human	whole_field
PRJEB29742	SAMEA6375612	host		human	whole_field
PRJEB29742	SAMEA6375372	host		human	whole_field
