study_accession	field	fold	none_found	chosen_pmcid	fulltext_source	is_full_text	paper_resolved	paper_url	paper_title	manual_pdf_present	manual_pdf_readable	supp_present	gate_status	n_blank	per_sample_method	zero_reason	n_whole_field	n_per_sample	n_escalation	remaining_est	escalation_status	resolution_state	recoverability	tag	disposition	disposition_reason
PRJEB36448	host	sub10	True		none	False	False			False	False	False	covered	2			2	0	0	2	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB36565	country	sub10	False	PMC7026959	europepmc_fulltext	True	True	https://doi.org/10.1186/s13756-020-0696-y	Flies from a tertiary hospital in Rwanda carry multidrug-res	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB36565	collection_date	sub10	False	PMC7026959	europepmc_fulltext	True	True	https://doi.org/10.1186/s13756-020-0696-y	Flies from a tertiary hospital in Rwanda carry multidrug-res	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB36565	isolation_source	sub10	False	PMC7026959	europepmc_fulltext	True	True	https://doi.org/10.1186/s13756-020-0696-y	Flies from a tertiary hospital in Rwanda carry multidrug-res	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB36565	host	sub10	False	PMC7026959	europepmc_fulltext	True	True	https://doi.org/10.1186/s13756-020-0696-y	Flies from a tertiary hospital in Rwanda carry multidrug-res	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB36913	country	sub10	False	PMC7818245	europepmc_fulltext	True	True	https://doi.org/10.1099/acmi.0.000172	Isolation of the human-associated <i>bla</i> <sub>CTX-M-15</	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB36913	collection_date	sub10	False	PMC7818245	europepmc_fulltext	True	True	https://doi.org/10.1099/acmi.0.000172	Isolation of the human-associated <i>bla</i> <sub>CTX-M-15</	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB36913	isolation_source	sub10	False	PMC7818245	europepmc_fulltext	True	True	https://doi.org/10.1099/acmi.0.000172	Isolation of the human-associated <i>bla</i> <sub>CTX-M-15</	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB36913	host	sub10	False	PMC7818245	europepmc_fulltext	True	True	https://doi.org/10.1099/acmi.0.000172	Isolation of the human-associated <i>bla</i> <sub>CTX-M-15</	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB37472	country	sub10	False	PMC7641421	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000419	Community-acquired infection caused by the uncommon hypervir	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37472	collection_date	sub10	False	PMC7641421	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000419	Community-acquired infection caused by the uncommon hypervir	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37472	isolation_source	sub10	False	PMC7641421	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000419	Community-acquired infection caused by the uncommon hypervir	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37472	host	sub10	False	PMC7641421	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000419	Community-acquired infection caused by the uncommon hypervir	False	False	False	covered	4			4	0	0	4	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB37610	country	sub10	False		none	False	False	https://doi.org/10.1016/j.ijantimicag.2020.106130	Detection of a hypermucoviscous Klebsiella pneumoniae co-pro	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37610	collection_date	sub10	False		none	False	False	https://doi.org/10.1016/j.ijantimicag.2020.106130	Detection of a hypermucoviscous Klebsiella pneumoniae co-pro	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37610	isolation_source	sub10	False		none	False	False	https://doi.org/10.1016/j.ijantimicag.2020.106130	Detection of a hypermucoviscous Klebsiella pneumoniae co-pro	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37610	host	sub10	False		none	False	False	https://doi.org/10.1016/j.ijantimicag.2020.106130	Detection of a hypermucoviscous Klebsiella pneumoniae co-pro	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB37779	country	sub10	False	PMC7886708	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.592291	Plasmid-Borne and Chromosomal ESBL/AmpC Genes in <i>Escheric	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37779	collection_date	sub10	False	PMC7886708	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.592291	Plasmid-Borne and Chromosomal ESBL/AmpC Genes in <i>Escheric	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37779	isolation_source	sub10	False	PMC7886708	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.592291	Plasmid-Borne and Chromosomal ESBL/AmpC Genes in <i>Escheric	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37779	host	sub10	False	PMC7886708	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.592291	Plasmid-Borne and Chromosomal ESBL/AmpC Genes in <i>Escheric	False	False	False	residual_per_sample	4		abstained_other	0	0	0	4	not_generated	EXHAUSTED	abstained_other	sub10	EXHAUSTED	already closed
PRJEB37902	country	sub10	False	PMC7422900	europepmc_fulltext	True	True	https://doi.org/10.1093/femsec/fiaa147	Culturable diversity of bacterial endophytes associated with	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37902	collection_date	sub10	False	PMC7422900	europepmc_fulltext	True	True	https://doi.org/10.1093/femsec/fiaa147	Culturable diversity of bacterial endophytes associated with	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37902	isolation_source	sub10	False	PMC7422900	europepmc_fulltext	True	True	https://doi.org/10.1093/femsec/fiaa147	Culturable diversity of bacterial endophytes associated with	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB37902	host	sub10	False	PMC7422900	europepmc_fulltext	True	True	https://doi.org/10.1093/femsec/fiaa147	Culturable diversity of bacterial endophytes associated with	False	False	False	covered	4			4	0	0	4	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB38442	country	sub10	False	PMC8805638	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.01019-21	Dissemination Routes of Carbapenem and Pan-Aminoglycoside Re	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38442	collection_date	sub10	False	PMC8805638	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.01019-21	Dissemination Routes of Carbapenem and Pan-Aminoglycoside Re	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38442	isolation_source	sub10	False	PMC8805638	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.01019-21	Dissemination Routes of Carbapenem and Pan-Aminoglycoside Re	False	False	False	covered	2			2	0	0	2	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB38442	host	sub10	False	PMC8805638	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.01019-21	Dissemination Routes of Carbapenem and Pan-Aminoglycoside Re	False	False	False	covered	2			2	0	0	2	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB38601	country	sub10	False	PMC6587045	europepmc_fulltext	True	True	https://doi.org/10.1016/j.heliyon.2019.e01829	Virulence factors and clinical patterns of multiple-clone hy	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38601	collection_date	sub10	False	PMC6587045	europepmc_fulltext	True	True	https://doi.org/10.1016/j.heliyon.2019.e01829	Virulence factors and clinical patterns of multiple-clone hy	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38601	isolation_source	sub10	False	PMC6587045	europepmc_fulltext	True	True	https://doi.org/10.1016/j.heliyon.2019.e01829	Virulence factors and clinical patterns of multiple-clone hy	False	False	False	residual_per_sample	1		abstained_other	0	0	0	1	not_generated	EXHAUSTED	abstained_other	sub10	EXHAUSTED	already closed
PRJEB38601	host	sub10	False	PMC6587045	europepmc_fulltext	True	True	https://doi.org/10.1016/j.heliyon.2019.e01829	Virulence factors and clinical patterns of multiple-clone hy	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB38602	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38602	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38602	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB38602	host	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB38863	country	sub10	False	PMC7973416	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-021-85766-6	The influence of antibiotics on transitory resistome during 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38863	collection_date	sub10	False	PMC7973416	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-021-85766-6	The influence of antibiotics on transitory resistome during 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38863	isolation_source	sub10	False	PMC7973416	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-021-85766-6	The influence of antibiotics on transitory resistome during 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38863	host	sub10	False	PMC7973416	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-021-85766-6	The influence of antibiotics on transitory resistome during 	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB38951	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38951	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38951	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38951	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB38960	country	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB38960	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB38960	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB38960	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB39204	country	sub10	False	PMC9453065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000675	Hospital outbreak of carbapenem-resistant Enterobacterales a	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB39204	collection_date	sub10	False	PMC9453065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000675	Hospital outbreak of carbapenem-resistant Enterobacterales a	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB39204	isolation_source	sub10	False	PMC9453065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000675	Hospital outbreak of carbapenem-resistant Enterobacterales a	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB39204	host	sub10	False	PMC9453065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000675	Hospital outbreak of carbapenem-resistant Enterobacterales a	False	False	False	covered	5			5	0	0	5	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB39709	country	sub10	True		none	False	False			False	False	False	covered	4			4	0	0	4	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB39709	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	4		NO_PMCID	0	0	0	4	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB39709	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	4		NO_PMCID	0	0	0	4	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB39709	host	sub10	True		none	False	False			False	False	False	residual_per_sample	4		NO_PMCID	0	0	0	4	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB39816	country	sub10	True		none	False	False			False	False	False	residual_per_sample	7		NO_PMCID	0	0	0	7	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB39816	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	7		NO_PMCID	0	0	0	7	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB39816	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	7		NO_PMCID	0	0	0	7	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB39816	host	sub10	True		none	False	False			False	False	False	covered	7			7	0	0	7	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB40149	country	sub10	False	PMC7761178	europepmc_fulltext	True	True	https://doi.org/10.3390/microorganisms8121909	Antibiotic Sensitivity Screening of <i>Klebsiella</i> spp. a	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB40149	collection_date	sub10	False	PMC7761178	europepmc_fulltext	True	True	https://doi.org/10.3390/microorganisms8121909	Antibiotic Sensitivity Screening of <i>Klebsiella</i> spp. a	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB40149	isolation_source	sub10	False	PMC7761178	europepmc_fulltext	True	True	https://doi.org/10.3390/microorganisms8121909	Antibiotic Sensitivity Screening of <i>Klebsiella</i> spp. a	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB40149	host	sub10	False	PMC7761178	europepmc_fulltext	True	True	https://doi.org/10.3390/microorganisms8121909	Antibiotic Sensitivity Screening of <i>Klebsiella</i> spp. a	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB40388	country	sub10	False	PMC8232337	europepmc_fulltext	True	True	https://doi.org/10.3390/antibiotics10060718	Whole-Genome Sequencing Investigation of a Large Nosocomial 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB40388	collection_date	sub10	False	PMC8232337	europepmc_fulltext	True	True	https://doi.org/10.3390/antibiotics10060718	Whole-Genome Sequencing Investigation of a Large Nosocomial 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB40388	isolation_source	sub10	False	PMC8232337	europepmc_fulltext	True	True	https://doi.org/10.3390/antibiotics10060718	Whole-Genome Sequencing Investigation of a Large Nosocomial 	False	False	False	residual_per_sample	6		abstained_other	0	0	0	6	not_generated	EXHAUSTED	abstained_other	sub10	EXHAUSTED	already closed
PRJEB40388	host	sub10	False	PMC8232337	europepmc_fulltext	True	True	https://doi.org/10.3390/antibiotics10060718	Whole-Genome Sequencing Investigation of a Large Nosocomial 	False	False	False	covered	6			6	0	0	6	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB41009	country	sub10	False	PMC8316093	abstract	False	False	https://doi.org/10.1128/aac.00147-21	Distinguishing <i>bla</i><sub>KPC</sub> Gene-Containing IncF	False	False	False	residual_per_sample	5		abstained_other	0	0	0	5	not_generated	ACTIONABLE	fetch_paper	sub10	ACCEPTED	no describing paper resolved for the study — nothing to extract from
PRJEB41009	collection_date	sub10	False	PMC8316093	abstract	False	False	https://doi.org/10.1128/aac.00147-21	Distinguishing <i>bla</i><sub>KPC</sub> Gene-Containing IncF	False	False	False	residual_per_sample	5		abstained_other	0	0	0	5	not_generated	ACTIONABLE	fetch_paper	sub10	ACCEPTED	no describing paper resolved for the study — nothing to extract from
PRJEB41009	isolation_source	sub10	False	PMC8316093	abstract	False	False	https://doi.org/10.1128/aac.00147-21	Distinguishing <i>bla</i><sub>KPC</sub> Gene-Containing IncF	False	False	False	residual_per_sample	5		abstained_other	0	0	0	5	not_generated	ACTIONABLE	fetch_paper	sub10	ACCEPTED	no describing paper resolved for the study — nothing to extract from
PRJEB41009	host	sub10	False	PMC8316093	abstract	False	False	https://doi.org/10.1128/aac.00147-21	Distinguishing <i>bla</i><sub>KPC</sub> Gene-Containing IncF	False	False	False	covered	5			5	0	0	5	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB41234	country	sub10	False	PMC8914359	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000737	Genomic evolution of the globally disseminated multidrug-res	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB41234	collection_date	sub10	False	PMC8914359	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000737	Genomic evolution of the globally disseminated multidrug-res	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB41234	isolation_source	sub10	False	PMC8914359	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000737	Genomic evolution of the globally disseminated multidrug-res	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB41234	host	sub10	False	PMC8914359	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000737	Genomic evolution of the globally disseminated multidrug-res	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB41279	country	sub10	True		none	False	False			False	False	False	covered	2			2	0	0	2	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB41279	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	2		NO_PMCID	0	0	0	2	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB41279	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	2		NO_PMCID	0	0	0	2	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB41279	host	sub10	True		none	False	False			False	False	False	residual_per_sample	2		NO_PMCID	0	0	0	2	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB42295	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB42295	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB42295	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB42295	host	sub10	True		none	False	False			False	False	False	covered	2			2	0	0	2	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB43637	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB43637	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB43637	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB43637	host	sub10	True		none	False	False			False	False	False	covered	5			5	0	0	5	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB43940	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB43940	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB43940	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	5		NO_PMCID	0	0	0	5	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB43940	host	sub10	True		none	False	False			False	False	False	residual_per_sample	5		NO_PMCID	0	0	0	5	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB43975	country	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB43975	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB43975	isolation_source	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB43975	host	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB44175	country	sub10	False	PMC8597959	europepmc_fulltext	True	True	https://doi.org/10.1093/jacamr/dlab156	Genetic analysis of plasmid-encoded <i>mcr-1</i> resistance 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB44175	collection_date	sub10	False	PMC8597959	europepmc_fulltext	True	True	https://doi.org/10.1093/jacamr/dlab156	Genetic analysis of plasmid-encoded <i>mcr-1</i> resistance 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB44175	isolation_source	sub10	False	PMC8597959	europepmc_fulltext	True	True	https://doi.org/10.1093/jacamr/dlab156	Genetic analysis of plasmid-encoded <i>mcr-1</i> resistance 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB44175	host	sub10	False	PMC8597959	europepmc_fulltext	True	True	https://doi.org/10.1093/jacamr/dlab156	Genetic analysis of plasmid-encoded <i>mcr-1</i> resistance 	False	False	False	covered	2			2	0	0	2	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB44350	country	sub10	False	PMC8305640	europepmc_fulltext	True	True	https://doi.org/10.3390/microorganisms9071345	Nearly Identical Plasmids Encoding VIM-1 and Mercury Resista	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB44350	collection_date	sub10	False	PMC8305640	europepmc_fulltext	True	True	https://doi.org/10.3390/microorganisms9071345	Nearly Identical Plasmids Encoding VIM-1 and Mercury Resista	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB44350	isolation_source	sub10	False	PMC8305640	europepmc_fulltext	True	True	https://doi.org/10.3390/microorganisms9071345	Nearly Identical Plasmids Encoding VIM-1 and Mercury Resista	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB44350	host	sub10	False	PMC8305640	europepmc_fulltext	True	True	https://doi.org/10.3390/microorganisms9071345	Nearly Identical Plasmids Encoding VIM-1 and Mercury Resista	False	False	False	covered	2			2	0	0	2	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB44490	country	sub10	True		none	False	False			False	False	False	residual_per_sample	2		NO_PMCID	0	0	0	2	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB44490	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	2		NO_PMCID	0	0	0	2	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB44490	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	2		NO_PMCID	0	0	0	2	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB44490	host	sub10	True		none	False	False			False	False	False	residual_per_sample	2		NO_PMCID	0	0	0	2	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJEB44904	country	sub10	False		abstract	False	False	https://doi.org/10.1111/1462-2920.15689	From farm to fork: Colistin voluntary withdrawal in Portugue	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB44904	collection_date	sub10	False		abstract	False	False	https://doi.org/10.1111/1462-2920.15689	From farm to fork: Colistin voluntary withdrawal in Portugue	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB44904	isolation_source	sub10	False		abstract	False	False	https://doi.org/10.1111/1462-2920.15689	From farm to fork: Colistin voluntary withdrawal in Portugue	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB44904	host	sub10	False		abstract	False	False	https://doi.org/10.1111/1462-2920.15689	From farm to fork: Colistin voluntary withdrawal in Portugue	False	False	False	covered	2			2	0	0	2	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB45009	country	sub10	True		none	False	False			False	False	False	covered	4			4	0	0	4	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB45009	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJEB45009	isolation_source	sub10	True		none	False	False			False	False	False	covered	4			4	0	0	4	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB45009	host	sub10	True		none	False	False			False	False	False	covered	4			4	0	0	4	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJEB4506	country	sub10	False	PMC3977605	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkt494	Rapid single-colony whole-genome sequencing of bacterial pat	False	False	False	residual_per_sample	2		abstained_other	0	0	0	2	not_generated	EXHAUSTED	abstained_other	sub10	EXHAUSTED	already closed
PRJEB4506	collection_date	sub10	False	PMC3977605	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkt494	Rapid single-colony whole-genome sequencing of bacterial pat	False	False	False	residual_per_sample	2		abstained_other	0	0	0	2	not_generated	EXHAUSTED	abstained_other	sub10	EXHAUSTED	already closed
PRJEB4506	isolation_source	sub10	False	PMC3977605	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkt494	Rapid single-colony whole-genome sequencing of bacterial pat	False	False	False	residual_per_sample	2		abstained_other	0	0	0	2	not_generated	EXHAUSTED	abstained_other	sub10	EXHAUSTED	already closed
